DT_CODE,Area_Name,Age,Total_P,Total_M,Total_F,Rural,Rural_M,Rural_F,Urban,Urban_M,Urban_F
492,District - Surat (25),36,92794,51991,40803,18438,9714,8724,74356,42277,32079
493,District - Tapi (26),36,11700,5854,5846,10523,5252,5271,1177,602,575
468,District - Kachchh (01),37,20951,11005,9946,12431,6468,5963,8520,4537,3983
469,District - Banas Kantha (02),37,28438,14350,14088,23846,12006,11840,4592,2344,2248
470,District - Patan   (03),37,13263,6851,6412,10176,5299,4877,3087,1552,1535
471,District - Mahesana (04),37,22401,11199,11202,16015,8062,7953,6386,3137,3249
472,District - Sabar Kantha (05),37,26476,13402,13074,22159,11220,10939,4317,2182,2135
473,District - Gandhinagar (06),37,16342,8320,8022,8661,4450,4211,7681,3870,3811
474,District - Ahmadabad (07),37,88598,45350,43248,12236,6173,6063,76362,39177,37185
475,District - Surendranagar (08),37,18114,9358,8756,12516,6465,6051,5598,2893,2705
476,District - Rajkot (09),37,43543,22343,21200,17031,8862,8169,26512,13481,13031
477,District - Jamnagar (10),37,22596,11744,10852,11945,6360,5585,10651,5384,5267
478,District - Porbandar  (11),37,6589,3345,3244,3209,1673,1536,3380,1672,1708
479,District - Junagadh (12),37,31535,16293,15242,20729,10800,9929,10806,5493,5313
480,District - Amreli (13),37,15303,7801,7502,11086,5637,5449,4217,2164,2053
481,District - Bhavnagar (14),37,29393,14953,14440,16115,8261,7854,13278,6692,6586
482,District - Anand   (15),37,24930,12822,12108,16966,8805,8161,7964,4017,3947
483,District - Kheda (16),37,26554,13485,13069,20270,10303,9967,6284,3182,3102
484,District - Panch Mahals (17),37,24996,12609,12387,20908,10603,10305,4088,2006,2082
485,District - Dohad   (18),37,19341,9445,9896,17295,8412,8883,2046,1033,1013
486,District - Vadodara (19),37,52356,26471,25885,24496,12479,12017,27860,13992,13868
487,District - Narmada (20),37,6972,3469,3503,6227,3082,3145,745,387,358
488,District - Bharuch (21),37,19815,10125,9690,12495,6424,6071,7320,3701,3619
489,District - The Dangs (22),37,2071,1059,1012,1840,942,898,231,117,114
490,District - Navsari   (23),37,17718,8964,8754,12470,6276,6194,5248,2688,2560
491,District - Valsad (24),37,21841,11220,10621,13379,6656,6723,8462,4564,3898
492,District - Surat (25),37,74469,39747,34722,15343,7876,7467,59126,31871,27255
493,District - Tapi (26),37,10259,4990,5269,9304,4515,4789,955,475,480
468,District - Kachchh (01),38,27268,13095,14173,16865,7916,8949,10403,5179,5224
469,District - Banas Kantha (02),38,45591,20032,25559,39432,17161,22271,6159,2871,3288
470,District - Patan   (03),38,19624,8680,10944,15505,6778,8727,4119,1902,2217
471,District - Mahesana (04),38,30973,14003,16970,23301,10383,12918,7672,3620,4052
472,District - Sabar Kantha (05),38,37389,17111,20278,31951,14543,17408,5438,2568,2870
473,District - Gandhinagar (06),38,21049,9713,11336,11913,5401,6512,9136,4312,4824
474,District - Ahmadabad (07),38,105055,51024,54031,17260,7681,9579,87795,43343,44452
475,District - Surendranagar (08),38,25194,11639,13555,17918,8166,9752,7276,3473,3803
476,District - Rajkot (09),38,56181,26414,29767,22910,10608,12302,33271,15806,17465
477,District - Jamnagar (10),38,30341,13928,16413,17070,7596,9474,13271,6332,6939
478,District - Porbandar  (11),38,8730,4077,4653,4551,2047,2504,4179,2030,2149
479,District - Junagadh (12),38,42564,19860,22704,29075,13485,15590,13489,6375,7114
480,District - Amreli (13),38,22550,10161,12389,16848,7541,9307,5702,2620,3082
481,District - Bhavnagar (14),38,41113,18783,22330,24108,10666,13442,17005,8117,8888
482,District - Anand   (15),38,32180,15326,16854,22939,10813,12126,9241,4513,4728
483,District - Kheda (16),38,35085,16128,18957,27525,12524,15001,7560,3604,3956
484,District - Panch Mahals (17),38,35795,16183,19612,30886,13860,17026,4909,2323,2586
485,District - Dohad   (18),38,28136,12872,15264,25458,11571,13887,2678,1301,1377
486,District - Vadodara (19),38,65150,30856,34294,33354,15438,17916,31796,15418,16378
487,District - Narmada (20),38,8889,4087,4802,8007,3656,4351,882,431,451
488,District - Bharuch (21),38,23532,11418,12114,15453,7418,8035,8079,4000,4079
489,District - The Dangs (22),38,2918,1313,1605,2591,1157,1434,327,156,171
490,District - Navsari   (23),38,20574,9946,10628,14462,6877,7585,6112,3069,3043
491,District - Valsad (24),38,26309,13072,13237,16353,7819,8534,9956,5253,4703
492,District - Surat (25),38,90889,47748,43141,19005,9146,9859,71884,38602,33282
493,District - Tapi (26),38,12811,5915,6896,11640,5336,6304,1171,579,592
468,District - Kachchh (01),39,19865,10508,9357,11213,5912,5301,8652,4596,4056
469,District - Banas Kantha (02),39,25776,12310,13466,21477,10080,11397,4299,2230,2069
470,District - Patan   (03),39,11995,5967,6028,8901,4393,4508,3094,1574,1520
471,District - Mahesana (04),39,20696,10420,10276,14205,7174,7031,6491,3246,3245
472,District - Sabar Kantha (05),39,24450,12468,11982,20307,10390,9917,4143,2078,2065
473,District - Gandhinagar (06),39,16163,8322,7841,8350,4257,4093,7813,4065,3748
474,District - Ahmadabad (07),39,89326,46349,42977,11501,5936,5565,77825,40413,37412
475,District - Surendranagar (08),39,16784,8483,8301,11276,5728,5548,5508,2755,2753
476,District - Rajkot (09),39,43105,21997,21108,16273,8343,7930,26832,13654,13178
477,District - Jamnagar (10),39,22620,11431,11189,11190,5561,5629,11430,5870,5560
478,District - Porbandar  (11),39,6505,3306,3199,3201,1630,1571,3304,1676,1628
479,District - Junagadh (12),39,29360,14904,14456,18913,9548,9365,10447,5356,5091
480,District - Amreli (13),39,15393,7598,7795,10975,5387,5588,4418,2211,2207
481,District - Bhavnagar (14),39,29016,14710,14306,15379,7602,7777,13637,7108,6529
482,District - Anand   (15),39,23418,12092,11326,15553,8097,7456,7865,3995,3870
483,District - Kheda (16),39,26140,13391,12749,19517,10003,9514,6623,3388,3235
484,District - Panch Mahals (17),39,24064,11911,12153,20008,9840,10168,4056,2071,1985
485,District - Dohad   (18),39,18985,8759,10226,17018,7800,9218,1967,959,1008
486,District - Vadodara (19),39,52353,26728,25625,23777,12120,11657,28576,14608,13968
487,District - Narmada (20),39,6977,3519,3458,6219,3162,3057,758,357,401
488,District - Bharuch (21),39,20529,10661,9868,12797,6665,6132,7732,3996,3736
489,District - The Dangs (22),39,2124,1013,1111,1879,896,983,245,117,128
490,District - Navsari   (23),39,17564,8963,8601,12219,6126,6093,5345,2837,2508
491,District - Valsad (24),39,22100,11651,10449,13129,6668,6461,8971,4983,3988
492,District - Surat (25),39,74191,41020,33171,15295,7941,7354,58896,33079,25817
493,District - Tapi (26),39,10438,5090,5348,9396,4561,4835,1042,529,513
468,District - Kachchh (01),40,44400,24093,20307,28833,15647,13186,15567,8446,7121
469,District - Banas Kantha (02),40,62984,34509,28475,54015,29974,24041,8969,4535,4434
470,District - Patan   (03),40,29620,15911,13709,23371,12695,10676,6249,3216,3033
471,District - Mahesana (04),40,46349,24108,22241,35713,18690,17023,10636,5418,5218
472,District - Sabar Kantha (05),40,48944,25613,23331,41531,21869,19662,7413,3744,3669
473,District - Gandhinagar (06),40,31133,16105,15028,18695,9727,8968,12438,6378,6060
474,District - Ahmadabad (07),40,145099,75680,69419,25221,13767,11454,119878,61913,57965
475,District - Surendranagar (08),40,34373,18475,15898,24029,13146,10883,10344,5329,5015
476,District - Rajkot (09),40,79724,42110,37614,32268,17130,15138,47456,24980,22476
477,District - Jamnagar (10),40,48735,26166,22569,26194,14374,11820,22541,11792,10749
478,District - Porbandar  (11),40,14116,7189,6927,7079,3616,3463,7037,3573,3464
479,District - Junagadh (12),40,61272,32184,29088,41379,21985,19394,19893,10199,9694
480,District - Amreli (13),40,33273,17797,15476,24693,13312,11381,8580,4485,4095
481,District - Bhavnagar (14),40,58313,31370,26943,32666,17754,14912,25647,13616,12031
482,District - Anand   (15),40,44742,23223,21519,32378,17001,15377,12364,6222,6142
483,District - Kheda (16),40,49478,25961,23517,39206,20814,18392,10272,5147,5125
484,District - Panch Mahals (17),40,46698,25425,21273,40258,22200,18058,6440,3225,3215
485,District - Dohad   (18),40,33974,19422,14552,30416,17629,12787,3558,1793,1765
486,District - Vadodara (19),40,87617,45894,41723,46265,25117,21148,41352,20777,20575
487,District - Narmada (20),40,12455,6451,6004,11162,5814,5348,1293,637,656
488,District - Bharuch (21),40,33092,17044,16048,21970,11296,10674,11122,5748,5374
489,District - The Dangs (22),40,3815,1963,1852,3386,1743,1643,429,220,209
490,District - Navsari   (23),40,27427,13547,13880,19368,9491,9877,8059,4056,4003
491,District - Valsad (24),40,36065,19149,16916,22318,11556,10762,13747,7593,6154
492,District - Surat (25),40,129815,73355,56460,26893,13976,12917,102922,59379,43543
493,District - Tapi (26),40,17430,8691,8739,15850,7940,7910,1580,751,829
468,District - Kachchh (01),41,19255,10573,8682,11257,6215,5042,7998,4358,3640
469,District - Banas Kantha (02),41,23952,13023,10929,19767,10828,8939,4185,2195,1990
470,District - Patan   (03),41,11772,6221,5551,8720,4688,4032,3052,1533,1519
471,District - Mahesana (04),41,20448,10595,9853,14156,7398,6758,6292,3197,3095
472,District - Sabar Kantha (05),41,22240,11590,10650,18107,9488,8619,4133,2102,2031
473,District - Gandhinagar (06),41,15462,8166,7296,7904,4222,3682,7558,3944,3614
474,District - Ahmadabad (07),41,88552,46504,42048,10967,5852,5115,77585,40652,36933
475,District - Surendranagar (08),41,15931,8596,7335,10610,5800,4810,5321,2796,2525
476,District - Rajkot (09),41,43762,23309,20453,16582,8939,7643,27180,14370,12810
477,District - Jamnagar (10),41,22721,12250,10471,11582,6298,5284,11139,5952,5187
478,District - Porbandar  (11),41,6813,3625,3188,3411,1819,1592,3402,1806,1596
479,District - Junagadh (12),41,28959,15451,13508,18259,9840,8419,10700,5611,5089
480,District - Amreli (13),41,14921,7970,6951,10736,5781,4955,4185,2189,1996
481,District - Bhavnagar (14),41,28033,15053,12980,14666,7900,6766,13367,7153,6214
482,District - Anand   (15),41,22705,12084,10621,15186,8162,7024,7519,3922,3597
483,District - Kheda (16),41,24622,13023,11599,18344,9732,8612,6278,3291,2987
484,District - Panch Mahals (17),41,22885,12268,10617,18863,10162,8701,4022,2106,1916
485,District - Dohad   (18),41,16909,8989,7920,14888,7955,6933,2021,1034,987
486,District - Vadodara (19),41,49915,26239,23676,22104,11908,10196,27811,14331,13480
487,District - Narmada (20),41,6580,3377,3203,5839,3004,2835,741,373,368
488,District - Bharuch (21),41,19818,10637,9181,12505,6706,5799,7313,3931,3382
489,District - The Dangs (22),41,1970,996,974,1750,871,879,220,125,95
490,District - Navsari   (23),41,17279,8831,8448,12057,6150,5907,5222,2681,2541
491,District - Valsad (24),41,21263,11338,9925,12969,6790,6179,8294,4548,3746
492,District - Surat (25),41,70311,39181,31130,14516,7538,6978,55795,31643,24152
493,District - Tapi (26),41,9962,5119,4843,8975,4632,4343,987,487,500
468,District - Kachchh (01),42,23399,12563,10836,14269,7670,6599,9130,4893,4237
469,District - Banas Kantha (02),42,34370,17641,16729,29145,14948,14197,5225,2693,2532
470,District - Patan   (03),42,16937,8749,8188,13055,6789,6266,3882,1960,1922
471,District - Mahesana (04),42,29070,14604,14466,21672,10850,10822,7398,3754,3644
472,District - Sabar Kantha (05),42,30996,15681,15315,26114,13288,12826,4882,2393,2489
473,District - Gandhinagar (06),42,19136,9809,9327,10548,5378,5170,8588,4431,4157
474,District - Ahmadabad (07),42,93248,48177,45071,13898,7190,6708,79350,40987,38363
475,District - Surendranagar (08),42,21641,11399,10242,14844,7827,7017,6797,3572,3225
476,District - Rajkot (09),42,50259,25824,24435,20730,10862,9868,29529,14962,14567
477,District - Jamnagar (10),42,26587,13763,12824,14738,7551,7187,11849,6212,5637
478,District - Porbandar  (11),42,7970,4081,3889,4095,2089,2006,3875,1992,1883
479,District - Junagadh (12),42,37317,19272,18045,25118,13084,12034,12199,6188,6011
480,District - Amreli (13),42,19904,10065,9839,14915,7552,7363,4989,2513,2476
481,District - Bhavnagar (14),42,34533,17701,16832,19162,9789,9373,15371,7912,7459
482,District - Anand   (15),42,28732,14858,13874,20021,10382,9639,8711,4476,4235
483,District - Kheda (16),42,30606,15693,14913,23837,12242,11595,6769,3451,3318
484,District - Panch Mahals (17),42,28739,14775,13964,24232,12527,11705,4507,2248,2259
485,District - Dohad   (18),42,20253,10258,9995,17969,9182,8787,2284,1076,1208
486,District - Vadodara (19),42,57984,29451,28533,28510,14353,14157,29474,15098,14376
487,District - Narmada (20),42,8034,4012,4022,7163,3597,3566,871,415,456
488,District - Bharuch (21),42,21954,11365,10589,14402,7390,7012,7552,3975,3577
489,District - The Dangs (22),42,2542,1234,1308,2264,1094,1170,278,140,138
490,District - Navsari   (23),42,20350,10296,10054,14557,7329,7228,5793,2967,2826
491,District - Valsad (24),42,23028,11961,11067,14645,7327,7318,8383,4634,3749
492,District - Surat (25),42,76540,41924,34616,17778,8981,8797,58762,32943,25819
493,District - Tapi (26),42,12068,5849,6219,10964,5290,5674,1104,559,545
468,District - Kachchh (01),43,16794,8183,8611,10136,4771,5365,6658,3412,3246
469,District - Banas Kantha (02),43,25923,10989,14934,22139,9177,12962,3784,1812,1972
470,District - Patan   (03),43,12309,5415,6894,9445,3998,5447,2864,1417,1447
471,District - Mahesana (04),43,20721,9603,11118,15050,6893,8157,5671,2710,2961
472,District - Sabar Kantha (05),43,23918,10695,13223,20142,8918,11224,3776,1777,1999
473,District - Gandhinagar (06),43,13865,6639,7226,7465,3478,3987,6400,3161,3239
474,District - Ahmadabad (07),43,71386,35840,35546,10221,4570,5651,61165,31270,29895
475,District - Surendranagar (08),43,16258,7392,8866,11496,5093,6403,4762,2299,2463
476,District - Rajkot (09),43,38904,18567,20337,16231,7456,8775,22673,11111,11562
477,District - Jamnagar (10),43,19767,9226,10541,10981,4858,6123,8786,4368,4418
478,District - Porbandar  (11),43,5759,2737,3022,2980,1390,1590,2779,1347,1432
479,District - Junagadh (12),43,27763,12914,14849,18700,8461,10239,9063,4453,4610
480,District - Amreli (13),43,14554,6357,8197,10856,4606,6250,3698,1751,1947
481,District - Bhavnagar (14),43,25722,11688,14034,14824,6342,8482,10898,5346,5552
482,District - Anand   (15),43,21442,10422,11020,14697,7058,7639,6745,3364,3381
483,District - Kheda (16),43,23029,10740,12289,17726,8102,9624,5303,2638,2665
484,District - Panch Mahals (17),43,21867,9584,12283,18388,7872,10516,3479,1712,1767
485,District - Dohad   (18),43,16162,6826,9336,14390,5966,8424,1772,860,912
486,District - Vadodara (19),43,45397,21379,24018,21634,9626,12008,23763,11753,12010
487,District - Narmada (20),43,5982,2806,3176,5323,2476,2847,659,330,329
488,District - Bharuch (21),43,16859,8461,8398,10765,5329,5436,6094,3132,2962
489,District - The Dangs (22),43,1883,831,1052,1688,736,952,195,95,100
490,District - Navsari   (23),43,15686,7723,7963,11216,5541,5675,4470,2182,2288
491,District - Valsad (24),43,17612,8739,8873,11192,5345,5847,6420,3394,3026
492,District - Surat (25),43,55580,28993,26587,12868,6260,6608,42712,22733,19979
493,District - Tapi (26),43,9407,4197,5210,8568,3799,4769,839,398,441
468,District - Kachchh (01),44,16494,8616,7878,9195,4717,4478,7299,3899,3400
469,District - Banas Kantha (02),44,23512,11115,12397,19801,9208,10593,3711,1907,1804
470,District - Patan   (03),44,11790,5762,6028,8831,4251,4580,2959,1511,1448
471,District - Mahesana (04),44,20301,10109,10192,14178,7023,7155,6123,3086,3037
472,District - Sabar Kantha (05),44,23652,11319,12333,19777,9327,10450,3875,1992,1883
473,District - Gandhinagar (06),44,14556,7434,7122,7456,3822,3634,7100,3612,3488
474,District - Ahmadabad (07),44,78388,40368,38020,10099,5164,4935,68289,35204,33085
475,District - Surendranagar (08),44,15639,7664,7975,10627,5132,5495,5012,2532,2480
476,District - Rajkot (09),44,38398,19097,19301,15326,7581,7745,23072,11516,11556
477,District - Jamnagar (10),44,19852,9901,9951,10341,5016,5325,9511,4885,4626
478,District - Porbandar  (11),44,5584,2922,2662,2702,1365,1337,2882,1557,1325
479,District - Junagadh (12),44,27078,13373,13705,17392,8563,8829,9686,4810,4876
480,District - Amreli (13),44,14374,7155,7219,10400,5146,5254,3974,2009,1965
481,District - Bhavnagar (14),44,25141,12456,12685,13479,6475,7004,11662,5981,5681
482,District - Anand   (15),44,21480,10810,10670,14301,7215,7086,7179,3595,3584
483,District - Kheda (16),44,23884,11883,12001,18165,9043,9122,5719,2840,2879
484,District - Panch Mahals (17),44,21651,10053,11598,18243,8340,9903,3408,1713,1695
485,District - Dohad   (18),44,16233,6937,9296,14416,6066,8350,1817,871,946
486,District - Vadodara (19),44,48396,24587,23809,22545,11362,11183,25851,13225,12626
487,District - Narmada (20),44,6378,3216,3162,5708,2863,2845,670,353,317
488,District - Bharuch (21),44,17939,9227,8712,11342,5783,5559,6597,3444,3153
